CoCA (GCoNet_ext-epCoCA): 0.0000 max-Emeasure || 0.6212 S-measure  || 0.0000 max-fm || 1.0000 mae || 0.0000 mean-Emeasure || 0.0000 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9227 max-Emeasure || 0.8854 S-measure  || 0.8762 max-fm || 0.0591 mae || 0.8938 mean-Emeasure || 0.8478 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8045 max-Emeasure || 0.7537 S-measure  || 0.6241 max-fm || 0.0735 mae || 0.7286 mean-Emeasure || 0.5685 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7951 max-Emeasure || 0.7601 S-measure  || 0.6228 max-fm || 0.0690 mae || 0.7326 mean-Emeasure || 0.5667 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7864 max-Emeasure || 0.7497 S-measure  || 0.6092 max-fm || 0.0779 mae || 0.7186 mean-Emeasure || 0.5594 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7972 max-Emeasure || 0.7677 S-measure  || 0.6232 max-fm || 0.0623 mae || 0.7435 mean-Emeasure || 0.5769 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7896 max-Emeasure || 0.7664 S-measure  || 0.6253 max-fm || 0.0676 mae || 0.7444 mean-Emeasure || 0.5834 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8119 max-Emeasure || 0.7625 S-measure  || 0.6283 max-fm || 0.0688 mae || 0.7407 mean-Emeasure || 0.5757 mean-fm.
Cosal2015 (M-epCosal2015): 0.8882 max-Emeasure || 0.8581 S-measure  || 0.8371 max-fm || 0.0776 mae || 0.8740 mean-Emeasure || 0.8189 mean-fm.  # teacher
CoSOD3k (M-epCoSOD3k): 0.8506 max-Emeasure || 0.8165 S-measure  || 0.7723 max-fm || 0.0908 mae || 0.8348 mean-Emeasure || 0.7532 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9446 max-Emeasure || 0.9130 S-measure  || 0.9149 max-fm || 0.0507 mae || 0.9274 mean-Emeasure || 0.8902 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7714 max-Emeasure || 0.7455 S-measure  || 0.6170 max-fm || 0.0782 mae || 0.7260 mean-Emeasure || 0.5681 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8109 max-Emeasure || 0.7577 S-measure  || 0.6241 max-fm || 0.0757 mae || 0.7299 mean-Emeasure || 0.5689 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8329 max-Emeasure || 0.7657 S-measure  || 0.6400 max-fm || 0.0655 mae || 0.7566 mean-Emeasure || 0.5859 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9560 max-Emeasure || 0.9218 S-measure  || 0.9288 max-fm || 0.0458 mae || 0.9350 mean-Emeasure || 0.8967 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9262 max-Emeasure || 0.8835 S-measure  || 0.8797 max-fm || 0.0599 mae || 0.8923 mean-Emeasure || 0.8495 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7888 max-Emeasure || 0.7623 S-measure  || 0.6281 max-fm || 0.0711 mae || 0.7434 mean-Emeasure || 0.5873 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7895 max-Emeasure || 0.7602 S-measure  || 0.6181 max-fm || 0.0703 mae || 0.7506 mean-Emeasure || 0.5871 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7962 max-Emeasure || 0.7638 S-measure  || 0.6327 max-fm || 0.0652 mae || 0.7606 mean-Emeasure || 0.5970 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8028 max-Emeasure || 0.7635 S-measure  || 0.6310 max-fm || 0.0663 mae || 0.7469 mean-Emeasure || 0.5879 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7980 max-Emeasure || 0.7648 S-measure  || 0.6281 max-fm || 0.0673 mae || 0.7510 mean-Emeasure || 0.5935 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7900 max-Emeasure || 0.7614 S-measure  || 0.6214 max-fm || 0.0691 mae || 0.7482 mean-Emeasure || 0.5878 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8348 max-Emeasure || 0.7851 S-measure  || 0.6751 max-fm || 0.0546 mae || 0.7774 mean-Emeasure || 0.6136 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7995 max-Emeasure || 0.7573 S-measure  || 0.6182 max-fm || 0.0709 mae || 0.7423 mean-Emeasure || 0.5735 mean-fm.# 101 distill b2
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9487 max-Emeasure || 0.9137 S-measure  || 0.9215 max-fm || 0.0516 mae || 0.9233 mean-Emeasure || 0.8870 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9046 max-Emeasure || 0.8574 S-measure  || 0.8490 max-fm || 0.0718 mae || 0.8560 mean-Emeasure || 0.8121 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9144 max-Emeasure || 0.8632 S-measure  || 0.8632 max-fm || 0.0752 mae || 0.8485 mean-Emeasure || 0.8076 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9126 max-Emeasure || 0.8665 S-measure  || 0.8634 max-fm || 0.0705 mae || 0.8647 mean-Emeasure || 0.8216 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9453 max-Emeasure || 0.9105 S-measure  || 0.9167 max-fm || 0.0525 mae || 0.9239 mean-Emeasure || 0.8862 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9489 max-Emeasure || 0.9148 S-measure  || 0.9224 max-fm || 0.0504 mae || 0.9264 mean-Emeasure || 0.8923 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9517 max-Emeasure || 0.9113 S-measure  || 0.9217 max-fm || 0.0516 mae || 0.9169 mean-Emeasure || 0.8850 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9491 max-Emeasure || 0.9105 S-measure  || 0.9194 max-fm || 0.0542 mae || 0.9110 mean-Emeasure || 0.8794 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8060 max-Emeasure || 0.7566 S-measure  || 0.6139 max-fm || 0.0711 mae || 0.7435 mean-Emeasure || 0.5746 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8102 max-Emeasure || 0.7891 S-measure  || 0.6682 max-fm || 0.0539 mae || 0.7756 mean-Emeasure || 0.6272 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7829 max-Emeasure || 0.7533 S-measure  || 0.6092 max-fm || 0.0728 mae || 0.7394 mean-Emeasure || 0.5705 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9440 max-Emeasure || 0.9081 S-measure  || 0.9150 max-fm || 0.0560 mae || 0.9124 mean-Emeasure || 0.8795 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9060 max-Emeasure || 0.8512 S-measure  || 0.8556 max-fm || 0.0743 mae || 0.8430 mean-Emeasure || 0.8061 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9052 max-Emeasure || 0.8536 S-measure  || 0.8467 max-fm || 0.0724 mae || 0.8499 mean-Emeasure || 0.8062 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9101 max-Emeasure || 0.8609 S-measure  || 0.8559 max-fm || 0.0684 mae || 0.8673 mean-Emeasure || 0.8263 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9461 max-Emeasure || 0.9118 S-measure  || 0.9180 max-fm || 0.0500 mae || 0.9292 mean-Emeasure || 0.8936 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8064 max-Emeasure || 0.7645 S-measure  || 0.6331 max-fm || 0.0679 mae || 0.7585 mean-Emeasure || 0.5954 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8035 max-Emeasure || 0.7632 S-measure  || 0.6339 max-fm || 0.0696 mae || 0.7556 mean-Emeasure || 0.5916 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7947 max-Emeasure || 0.7409 S-measure  || 0.6113 max-fm || 0.0797 mae || 0.7285 mean-Emeasure || 0.5553 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7892 max-Emeasure || 0.7487 S-measure  || 0.6121 max-fm || 0.0754 mae || 0.7310 mean-Emeasure || 0.5628 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9181 max-Emeasure || 0.8847 S-measure  || 0.8866 max-fm || 0.0744 mae || 0.8833 mean-Emeasure || 0.8470 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9172 max-Emeasure || 0.8851 S-measure  || 0.8846 max-fm || 0.0704 mae || 0.8905 mean-Emeasure || 0.8524 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7928 max-Emeasure || 0.7458 S-measure  || 0.6207 max-fm || 0.0786 mae || 0.7296 mean-Emeasure || 0.5651 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.8999 max-Emeasure || 0.8504 S-measure  || 0.8377 max-fm || 0.0780 mae || 0.8533 mean-Emeasure || 0.8009 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9042 max-Emeasure || 0.8639 S-measure  || 0.8518 max-fm || 0.0691 mae || 0.8676 mean-Emeasure || 0.8214 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.8978 max-Emeasure || 0.8553 S-measure  || 0.8436 max-fm || 0.0761 mae || 0.8527 mean-Emeasure || 0.8040 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9092 max-Emeasure || 0.8675 S-measure  || 0.8583 max-fm || 0.0669 mae || 0.8753 mean-Emeasure || 0.8279 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9431 max-Emeasure || 0.9073 S-measure  || 0.9132 max-fm || 0.0549 mae || 0.9222 mean-Emeasure || 0.8830 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9410 max-Emeasure || 0.9082 S-measure  || 0.9113 max-fm || 0.0528 mae || 0.9235 mean-Emeasure || 0.8855 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9379 max-Emeasure || 0.9051 S-measure  || 0.9086 max-fm || 0.0580 mae || 0.9143 mean-Emeasure || 0.8750 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9356 max-Emeasure || 0.8964 S-measure  || 0.9017 max-fm || 0.0603 mae || 0.9138 mean-Emeasure || 0.8691 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7995 max-Emeasure || 0.7573 S-measure  || 0.6182 max-fm || 0.0709 mae || 0.7423 mean-Emeasure || 0.5735 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8064 max-Emeasure || 0.7645 S-measure  || 0.6331 max-fm || 0.0679 mae || 0.7585 mean-Emeasure || 0.5954 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8348 max-Emeasure || 0.7851 S-measure  || 0.6751 max-fm || 0.0546 mae || 0.7774 mean-Emeasure || 0.6136 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8101 max-Emeasure || 0.7727 S-measure  || 0.6549 max-fm || 0.0655 mae || 0.7594 mean-Emeasure || 0.6056 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8373 max-Emeasure || 0.7865 S-measure  || 0.6659 max-fm || 0.0553 mae || 0.7872 mean-Emeasure || 0.6244 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8184 max-Emeasure || 0.7572 S-measure  || 0.6481 max-fm || 0.0720 mae || 0.7482 mean-Emeasure || 0.5862 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9176 max-Emeasure || 0.8861 S-measure  || 0.8806 max-fm || 0.0692 mae || 0.8907 mean-Emeasure || 0.8530 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9017 max-Emeasure || 0.8549 S-measure  || 0.8462 max-fm || 0.0745 mae || 0.8575 mean-Emeasure || 0.8131 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9017 max-Emeasure || 0.8549 S-measure  || 0.8462 max-fm || 0.0745 mae || 0.8575 mean-Emeasure || 0.8131 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8198 max-Emeasure || 0.7717 S-measure  || 0.6506 max-fm || 0.0666 mae || 0.7554 mean-Emeasure || 0.6002 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9522 max-Emeasure || 0.9194 S-measure  || 0.9274 max-fm || 0.0485 mae || 0.9310 mean-Emeasure || 0.8958 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9222 max-Emeasure || 0.8802 S-measure  || 0.8749 max-fm || 0.0617 mae || 0.8814 mean-Emeasure || 0.8420 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9142 max-Emeasure || 0.8720 S-measure  || 0.8627 max-fm || 0.0676 mae || 0.8700 mean-Emeasure || 0.8251 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9544 max-Emeasure || 0.9189 S-measure  || 0.9268 max-fm || 0.0494 mae || 0.9268 mean-Emeasure || 0.8919 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8286 max-Emeasure || 0.7744 S-measure  || 0.6490 max-fm || 0.0565 mae || 0.7716 mean-Emeasure || 0.5990 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8159 max-Emeasure || 0.7724 S-measure  || 0.6409 max-fm || 0.0600 mae || 0.7638 mean-Emeasure || 0.5917 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7964 max-Emeasure || 0.7510 S-measure  || 0.6075 max-fm || 0.0754 mae || 0.7372 mean-Emeasure || 0.5681 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7964 max-Emeasure || 0.7510 S-measure  || 0.6075 max-fm || 0.0754 mae || 0.7372 mean-Emeasure || 0.5681 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7912 max-Emeasure || 0.7297 S-measure  || 0.5897 max-fm || 0.0865 mae || 0.7251 mean-Emeasure || 0.5421 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7754 max-Emeasure || 0.7425 S-measure  || 0.5920 max-fm || 0.0796 mae || 0.7381 mean-Emeasure || 0.5602 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7786 max-Emeasure || 0.7270 S-measure  || 0.5908 max-fm || 0.0968 mae || 0.7087 mean-Emeasure || 0.5446 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7814 max-Emeasure || 0.7473 S-measure  || 0.5962 max-fm || 0.0767 mae || 0.7394 mean-Emeasure || 0.5680 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7669 max-Emeasure || 0.7109 S-measure  || 0.5552 max-fm || 0.0984 mae || 0.7028 mean-Emeasure || 0.5141 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7966 max-Emeasure || 0.7514 S-measure  || 0.5996 max-fm || 0.0727 mae || 0.7423 mean-Emeasure || 0.5674 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8145 max-Emeasure || 0.7721 S-measure  || 0.6272 max-fm || 0.0617 mae || 0.7550 mean-Emeasure || 0.5915 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7952 max-Emeasure || 0.7590 S-measure  || 0.6079 max-fm || 0.0659 mae || 0.7583 mean-Emeasure || 0.5792 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8161 max-Emeasure || 0.7460 S-measure  || 0.6053 max-fm || 0.0759 mae || 0.7378 mean-Emeasure || 0.5599 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7795 max-Emeasure || 0.7292 S-measure  || 0.5765 max-fm || 0.0859 mae || 0.7212 mean-Emeasure || 0.5440 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7872 max-Emeasure || 0.7419 S-measure  || 0.5835 max-fm || 0.0748 mae || 0.7419 mean-Emeasure || 0.5588 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9421 max-Emeasure || 0.9108 S-measure  || 0.9150 max-fm || 0.0498 mae || 0.9254 mean-Emeasure || 0.8915 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7813 max-Emeasure || 0.7409 S-measure  || 0.5839 max-fm || 0.0754 mae || 0.7443 mean-Emeasure || 0.5579 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7730 max-Emeasure || 0.7359 S-measure  || 0.5918 max-fm || 0.0820 mae || 0.7276 mean-Emeasure || 0.5557 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7655 max-Emeasure || 0.7345 S-measure  || 0.5768 max-fm || 0.0801 mae || 0.7356 mean-Emeasure || 0.5538 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7685 max-Emeasure || 0.7102 S-measure  || 0.5419 max-fm || 0.0979 mae || 0.6999 mean-Emeasure || 0.5070 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8555 max-Emeasure || 0.7973 S-measure  || 0.7025 max-fm || 0.0502 mae || 0.7968 mean-Emeasure || 0.6436 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7817 max-Emeasure || 0.7448 S-measure  || 0.6232 max-fm || 0.0892 mae || 0.7281 mean-Emeasure || 0.5732 mean-fm.
RGBD_CoSal150 (M-epres2): 0.9399 max-Emeasure || 0.8734 S-measure  || 0.9005 max-fm || 0.2345 mae || 0.8514 mean-Emeasure || 0.8098 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9560 max-Emeasure || 0.9218 S-measure  || 0.9288 max-fm || 0.0458 mae || 0.9350 mean-Emeasure || 0.8967 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8329 max-Emeasure || 0.7657 S-measure  || 0.6400 max-fm || 0.0655 mae || 0.7566 mean-Emeasure || 0.5859 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSeg183): 0.9046 max-Emeasure || 0.8574 S-measure  || 0.8490 max-fm || 0.0718 mae || 0.8560 mean-Emeasure || 0.8121 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8064 max-Emeasure || 0.7645 S-measure  || 0.6331 max-fm || 0.0679 mae || 0.7585 mean-Emeasure || 0.5954 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9207 max-Emeasure || 0.8900 S-measure  || 0.8886 max-fm || 0.0634 mae || 0.9021 mean-Emeasure || 0.8627 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9216 max-Emeasure || 0.8906 S-measure  || 0.8850 max-fm || 0.0655 mae || 0.8970 mean-Emeasure || 0.8548 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9267 max-Emeasure || 0.8954 S-measure  || 0.8954 max-fm || 0.0638 mae || 0.9038 mean-Emeasure || 0.8666 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9221 max-Emeasure || 0.8854 S-measure  || 0.8845 max-fm || 0.0706 mae || 0.8926 mean-Emeasure || 0.8498 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9181 max-Emeasure || 0.8847 S-measure  || 0.8866 max-fm || 0.0744 mae || 0.8833 mean-Emeasure || 0.8470 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9172 max-Emeasure || 0.8851 S-measure  || 0.8846 max-fm || 0.0704 mae || 0.8905 mean-Emeasure || 0.8524 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9440 max-Emeasure || 0.9081 S-measure  || 0.9150 max-fm || 0.0560 mae || 0.9124 mean-Emeasure || 0.8795 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8049 max-Emeasure || 0.7561 S-measure  || 0.6245 max-fm || 0.0742 mae || 0.7360 mean-Emeasure || 0.5611 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.0000 max-Emeasure || 0.3419 S-measure  || 0.0000 max-fm || 1.0000 mae || 0.0000 mean-Emeasure || 0.0000 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.0000 max-Emeasure || 0.3419 S-measure  || 0.0000 max-fm || 1.0000 mae || 0.0000 mean-Emeasure || 0.0000 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9299 max-Emeasure || 0.8720 S-measure  || 0.8916 max-fm || 0.1240 mae || 0.8393 mean-Emeasure || 0.7990 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7527 max-Emeasure || 0.6909 S-measure  || 0.5634 max-fm || 0.1570 mae || 0.6714 mean-Emeasure || 0.4906 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9083 max-Emeasure || 0.8298 S-measure  || 0.8500 max-fm || 0.1315 mae || 0.7999 mean-Emeasure || 0.7547 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9410 max-Emeasure || 0.8829 S-measure  || 0.9048 max-fm || 0.1095 mae || 0.8509 mean-Emeasure || 0.8146 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7779 max-Emeasure || 0.6913 S-measure  || 0.5839 max-fm || 0.1434 mae || 0.6805 mean-Emeasure || 0.5087 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9125 max-Emeasure || 0.8385 S-measure  || 0.8612 max-fm || 0.1214 mae || 0.8053 mean-Emeasure || 0.7682 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9429 max-Emeasure || 0.8883 S-measure  || 0.9098 max-fm || 0.1140 mae || 0.8504 mean-Emeasure || 0.8134 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8073 max-Emeasure || 0.7044 S-measure  || 0.6221 max-fm || 0.1372 mae || 0.6956 mean-Emeasure || 0.5260 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9078 max-Emeasure || 0.8378 S-measure  || 0.8517 max-fm || 0.1281 mae || 0.8074 mean-Emeasure || 0.7616 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.8840 max-Emeasure || 0.8128 S-measure  || 0.8162 max-fm || 0.1450 mae || 0.7767 mean-Emeasure || 0.7251 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.7904 max-Emeasure || 0.6781 S-measure  || 0.6969 max-fm || 0.2893 mae || 0.6168 mean-Emeasure || 0.5714 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9345 max-Emeasure || 0.8876 S-measure  || 0.9005 max-fm || 0.1152 mae || 0.8588 mean-Emeasure || 0.8209 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9409 max-Emeasure || 0.8852 S-measure  || 0.9063 max-fm || 0.1271 mae || 0.8490 mean-Emeasure || 0.8110 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.8166 max-Emeasure || 0.6383 S-measure  || 0.6906 max-fm || 0.3512 mae || 0.5699 mean-Emeasure || 0.5212 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9443 max-Emeasure || 0.9064 S-measure  || 0.9149 max-fm || 0.0649 mae || 0.9077 mean-Emeasure || 0.8675 mean-fm.#four_shunted41
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7863 max-Emeasure || 0.7269 S-measure  || 0.5910 max-fm || 0.0949 mae || 0.7045 mean-Emeasure || 0.5307 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9151 max-Emeasure || 0.8682 S-measure  || 0.8616 max-fm || 0.0754 mae || 0.8669 mean-Emeasure || 0.8193 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9073 max-Emeasure || 0.8570 S-measure  || 0.8498 max-fm || 0.0855 mae || 0.8433 mean-Emeasure || 0.7953 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9300 max-Emeasure || 0.8888 S-measure  || 0.8915 max-fm || 0.0814 mae || 0.8830 mean-Emeasure || 0.8391 mean-fm. # four_shunted411
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9300 max-Emeasure || 0.8888 S-measure  || 0.8915 max-fm || 0.0814 mae || 0.8830 mean-Emeasure || 0.8391 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7940 max-Emeasure || 0.7430 S-measure  || 0.6172 max-fm || 0.0889 mae || 0.7244 mean-Emeasure || 0.5564 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7759 max-Emeasure || 0.7362 S-measure  || 0.5948 max-fm || 0.0951 mae || 0.7154 mean-Emeasure || 0.5427 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9393 max-Emeasure || 0.8985 S-measure  || 0.9046 max-fm || 0.0725 mae || 0.8931 mean-Emeasure || 0.8531 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.8983 max-Emeasure || 0.8479 S-measure  || 0.8429 max-fm || 0.0901 mae || 0.8316 mean-Emeasure || 0.7865 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9115 max-Emeasure || 0.8543 S-measure  || 0.8553 max-fm || 0.0920 mae || 0.8336 mean-Emeasure || 0.7895 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9360 max-Emeasure || 0.8966 S-measure  || 0.9006 max-fm || 0.0804 mae || 0.8822 mean-Emeasure || 0.8435 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7949 max-Emeasure || 0.7426 S-measure  || 0.5980 max-fm || 0.0956 mae || 0.7210 mean-Emeasure || 0.5449 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8217 max-Emeasure || 0.7676 S-measure  || 0.6477 max-fm || 0.0892 mae || 0.7585 mean-Emeasure || 0.5914 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9446 max-Emeasure || 0.9059 S-measure  || 0.9150 max-fm || 0.0825 mae || 0.8964 mean-Emeasure || 0.8578 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9061 max-Emeasure || 0.8559 S-measure  || 0.8549 max-fm || 0.0991 mae || 0.8424 mean-Emeasure || 0.7985 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8189 max-Emeasure || 0.7694 S-measure  || 0.6442 max-fm || 0.0877 mae || 0.7584 mean-Emeasure || 0.5909 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9445 max-Emeasure || 0.9070 S-measure  || 0.9151 max-fm || 0.0817 mae || 0.8953 mean-Emeasure || 0.8576 mean-fm.
